Column1,Unnamed: 0,클럽명,선수명,출전 경기,득점,도움,공격 지역 패스,중앙 지역 패스,수비 지역 패스,태클,클리어링,인터셉트,차단,획득,블락,SHO,DRI,PHY,LOP,SHP,TAK,Position,Role,Detailed Role,url
355,355,수원FC,박배종,26,0,0,0,4,710,3,30,112,1,36,3,0,0,0,54,100,33,GK,GK,Swiper goalkeeper,https://www.youtube.com/watch?v=LowtAmZ4gWs
356,356,수원FC,라스,28,8,7,336,308,8,11,31,18,14,109,25,55,24,56,55,60,36,FW,CF,Roamer,https://www.youtube.com/watch?v=fWGK-3aLrtQ
357,357,수원FC,정동호,15,2,0,129,330,119,41,60,37,26,72,18,40,64,42,67,90,22,FW,WF,Unlocker,https://www.youtube.com/watch?v=AfXeh3vh3Zg
358,358,수원FC,김현,19,8,1,158,265,24,7,28,15,19,62,15,53,0,51,62,64,43,FW,CF,Roamer,https://www.youtube.com/watch?v=wfdVoFKu1B0
359,359,수원FC,니실라,11,2,2,82,225,40,30,7,18,24,67,25,56,17,26,80,88,30,MF,CDM,Builder,https://www.youtube.com/watch?v=MxOa6nKu5cE
360,360,수원FC,잭슨,19,2,1,12,529,406,19,146,79,49,79,50,100,50,65,79,91,47,DF,CB,Aggressor,https://www.youtube.com/watch?v=rDLm9A_vRo8
361,361,수원FC,이기혁,7,0,1,66,126,36,25,16,10,19,38,22,56,100,39,71,72,24,FW,CF,Roamer,https://www.youtube.com/watch?v=0j2rGsM-k4Q
362,362,수원FC,이범영,2,0,0,0,0,53,0,2,11,0,2,0,0,0,0,62,100,0,GK,GK,Goalkeeper,
363,363,수원FC,김상원,4,0,0,33,109,55,6,17,16,5,23,18,100,80,53,66,87,67,DF,FB,Safety,
364,364,수원FC,김건웅,36,2,2,97,896,455,78,178,133,77,147,79,45,0,57,87,92,23,MF,CAM,Box crasher,https://www.youtube.com/watch?v=vJ_2Am2uy6o
365,365,수원FC,장재웅,2,0,1,16,21,0,5,1,3,2,8,1,33,0,38,78,82,40,FW,CF,Finisher,
366,366,수원FC,황순민,4,0,1,38,128,37,19,12,5,9,22,12,0,25,46,81,88,21,DF,FB,Safety,
367,367,수원FC,김승준,16,5,2,148,171,40,16,9,16,13,56,22,71,40,46,74,80,38,FW,CF,Roamer,https://www.youtube.com/watch?v=YXhTUszNg8E
368,368,수원FC,장혁진,12,1,1,106,389,78,39,18,41,16,110,28,67,75,45,81,85,33,MF,CAM,Box crasher,https://www.youtube.com/watch?v=2nYU2DJu4kY
369,369,수원FC,양동현,2,0,0,20,41,4,0,4,2,3,7,3,33,0,53,87,65,0,FW,CF,Finisher,
370,370,수원FC,신재원,3,0,0,18,49,42,8,14,6,7,14,16,50,50,62,74,82,38,FW,WF,Unlocker,
371,371,수원FC,이승우,30,14,3,327,418,79,66,19,34,30,148,27,53,39,27,73,85,18,FW,WF,Wide Threat,https://www.youtube.com/watch?v=yZt3Tf7eHYY
372,372,수원FC,유현,11,0,0,0,0,291,0,20,57,2,15,3,0,0,0,54,100,0,GK,GK,Goalkeeper,https://www.youtube.com/watch?v=_o5qM4hrgcI
373,373,수원FC,무릴로,17,1,5,200,405,44,31,11,21,13,100,16,46,43,51,77,88,32,MF,CDM,Box to Box,https://www.youtube.com/watch?v=sD6kfA3LhFo
374,374,수원FC,박주호,30,0,1,193,1050,196,86,59,76,56,215,89,14,67,44,87,89,33,MF,CAM,Box crasher,https://www.youtube.com/watch?v=XheIweWI1EI
375,375,수원FC,김동우,12,1,0,16,313,217,23,79,54,13,51,41,100,0,51,79,89,43,DF,CB,SCB,https://www.youtube.com/watch?v=6aFW5TEL98E
376,376,수원FC,신세계,24,0,1,63,465,246,45,107,81,41,70,42,14,0,39,82,93,36,DF,FB,Safety,https://www.youtube.com/watch?v=y3Ls4KUQu0w
377,377,안산,이승빈,31,0,0,0,7,820,4,35,159,0,58,5,0,100,0,48,96,100,GK,GK,Goalkeeper,https://www.youtube.com/watch?v=86z3_Q41TJ4
378,378,안산,이와세,21,0,0,129,405,168,48,65,46,67,97,73,29,38,49,70,83,38,DF,FB,Safety,https://www.youtube.com/watch?v=xMRZT8h1FZg
379,379,안산,김륜도,18,0,1,191,250,30,23,27,23,20,93,22,26,17,44,46,71,17,FW,CF,Roamer,https://www.youtube.com/watch?v=6aRwAXSFMHo
380,380,안산,강수일,9,2,0,65,153,17,10,24,11,7,37,15,56,40,50,57,66,20,MF,CDM,Builder,https://www.youtube.com/watch?v=z2h4Xx2H_yg
381,381,안산,장동혁,3,0,0,5,13,7,2,2,1,4,4,1,0,0,67,60,93,50,DF,CB,SCB,
382,382,안산,김보섭,37,7,5,383,439,117,75,59,62,39,165,61,61,46,36,75,79,33,FW,WF,Wide Threat,https://www.youtube.com/watch?v=_5ud_Wbrwz8
383,383,안산,최건주,31,7,3,261,221,42,52,18,26,36,104,34,59,39,36,82,79,31,FW,WF,Wide Threat,https://www.youtube.com/watch?v=NgU1KKT3oHs
384,384,안산,장유섭,17,1,0,13,276,182,28,137,61,41,52,53,40,0,56,73,86,46,DF,CB,Spreader,https://www.youtube.com/watch?v=hewevQTHYLI
385,385,안산,이준희,27,1,4,285,495,208,45,111,89,52,108,84,100,53,49,65,81,24,DF,FB,Safety,https://www.youtube.com/watch?v=XVwycZY5SzI
386,386,안산,이지성,2,0,0,22,18,3,3,1,2,2,9,3,33,33,40,69,77,0,FW,WF,Wide Threat,
387,387,안산,김경수,8,1,0,36,247,63,20,22,31,16,54,25,50,50,38,78,87,35,FW,CF,Finisher,https://www.youtube.com/watch?v=qf7xBM0iiGU
388,388,안산,권영호,23,3,0,26,399,354,37,193,106,50,66,86,42,67,64,84,86,46,DF,CB,Spreader,https://www.youtube.com/watch?v=K9Ul8K9Tfio
389,389,안산,김원중,2,0,0,0,1,61,0,0,10,0,3,1,0,0,0,43,0,0,GK,GK,Swiper goalkeeper,
390,390,안산,김예성,17,0,0,175,389,137,45,62,60,32,71,61,75,44,52,71,85,42,DF,FB,Safety,https://www.youtube.com/watch?v=Abxfsxww_MU
391,391,안산,김영남,20,0,0,69,473,353,65,82,119,44,128,72,50,50,62,85,82,29,MF,CAM,Creator,https://www.youtube.com/watch?v=ZzyRHIgxL4Y
392,392,안산,김선우,8,0,0,0,1,272,2,5,36,0,23,2,0,0,0,51,95,50,GK,GK,Swiper goalkeeper,https://www.youtube.com/watch?v=N-RPz7itGTk
393,393,안산,김민호,31,0,0,32,572,546,50,233,162,61,116,105,80,0,61,81,89,32,DF,CB,SCB,https://www.youtube.com/watch?v=rkDaWX5hfwc
394,394,안산,김경준,18,6,0,127,209,22,40,17,15,12,59,9,66,32,34,64,73,25,FW,CF,Finisher,https://www.youtube.com/watch?v=nbVNRQo6Exs
395,395,안산,아스나위,18,2,2,153,325,130,46,48,38,39,76,39,70,55,58,71,79,50,DF,FB,Safety,https://www.youtube.com/watch?v=ebqqHAF1q_E
396,396,안산,까뇨뚜,8,3,3,122,142,8,13,5,8,9,37,8,56,36,23,78,76,23,FW,WF,Outlet,https://www.youtube.com/watch?v=PqV0ak3E38g
397,397,안산,변승환,2,0,0,12,58,20,15,3,10,7,20,5,100,0,33,97,82,33,DF,CB,SCB,
398,398,안산,두아르테,24,4,7,337,545,70,32,7,35,12,118,21,60,61,22,76,76,38,FW,WF,Unlocker,https://www.youtube.com/watch?v=3_Jbgze6z_g
399,399,안산,송진규,20,5,3,192,432,97,32,12,39,20,128,48,61,48,38,87,83,41,MF,CDM,Box to Box,https://www.youtube.com/watch?v=beNR4FO-h94
400,400,안산,신일수,11,0,1,37,215,106,22,63,46,19,45,32,38,100,65,70,77,41,DF,CB,Spreader,https://www.youtube.com/watch?v=xMRZT8h1FZg
401,401,안산,신재혁,3,1,0,24,28,4,6,5,5,7,8,4,67,18,52,83,75,33,FW,WF,Wide Threat,
402,402,안산,박동휘,6,0,0,31,88,61,32,21,13,21,32,22,50,17,37,75,77,38,DF,FB,Safety,https://www.youtube.com/watch?v=JbzzAjmn5AA
403,403,안산,안성민,13,0,0,46,244,162,23,83,42,29,33,40,50,0,51,75,82,30,DF,FB,Safety,https://www.youtube.com/watch?v=mQNHETClmc8
404,404,안산,박민준,2,0,0,3,43,32,1,22,8,2,16,11,0,0,55,64,81,100,DF,CB,Spreader,
405,405,안양,윤준성,4,0,0,8,77,55,3,43,21,10,16,17,50,0,53,79,83,0,DF,CB,Spreader,
406,406,안양,이창용,28,3,0,36,544,473,30,247,135,55,92,73,50,100,69,86,90,53,DF,CB,SCB,https://www.youtube.com/watch?v=C_moZ_1IAJg
407,407,안양,연제민,11,0,0,3,233,125,25,98,56,32,29,47,50,0,62,77,93,32,DF,CB,Spreader,https://www.youtube.com/watch?v=8-gBXjanwOQ
408,408,안양,정민기,43,0,0,0,52,1301,0,60,216,4,81,9,0,0,100,55,98,0,GK,GK,Swiper goalkeeper,https://www.youtube.com/watch?v=jNdDkoQZuP8&t=131s
409,409,안양,정석화,9,2,1,85,215,42,14,3,16,11,70,10,56,22,39,86,83,36,MF,CDM,Box to Box,https://www.youtube.com/watch?v=XgKas3qoWxY
410,410,안양,정준연,8,0,0,70,107,70,13,42,25,19,30,22,67,25,56,64,82,46,DF,FB,Safety,https://www.youtube.com/watch?v=rL7sDkxDn6U
411,411,안양,김동진,31,3,4,422,682,226,71,91,65,58,158,71,65,33,49,72,87,34,DF,FB,Safety,https://www.youtube.com/watch?v=8h8S9ON34FM
412,412,안양,박종현,33,0,0,61,770,361,47,193,133,71,132,69,43,75,59,84,87,32,DF,CB,SCB,https://www.youtube.com/watch?v=NyR70riqsvU
413,413,안양,박재용,6,2,0,84,100,12,7,7,6,5,28,5,58,100,49,64,66,0,FW,CF,Target,https://www.youtube.com/watch?v=A7ryl_ovkl8
414,414,안양,김주환,13,0,0,136,293,104,34,42,40,20,58,28,0,27,42,75,84,44,DF,FB,Safety,https://www.youtube.com/watch?v=4GlaAvGgDEg
415,415,안양,김경중,17,6,4,242,313,34,26,5,21,8,90,18,60,44,41,82,80,46,FW,WF,Wide Threat,https://www.youtube.com/watch?v=aQOirDlZHcA
416,416,안양,주현우,33,1,3,395,621,231,78,105,111,64,174,77,54,50,54,67,81,24,DF,FB,Safety,https://www.youtube.com/watch?v=HbSC-uqv2ks
417,417,안양,안드리고,17,7,4,163,358,103,78,31,49,39,171,40,51,56,44,71,72,29,MF,CAM,Box crasher,https://www.youtube.com/watch?v=PYSCHHgtRvM
418,418,안양,아코스티,28,7,11,377,400,64,36,25,30,28,155,34,52,46,48,78,77,25,FW,WF,Wide Threat,https://www.youtube.com/watch?v=ddSDOPIjYS8
419,419,안양,구대영,12,0,1,116,284,108,37,42,45,47,65,30,50,38,72,67,87,43,DF,FB,Safety,https://www.youtube.com/watch?v=x41QkpkWLso
420,420,안양,홍창범,17,0,2,173,510,90,46,37,54,42,141,45,58,71,42,85,83,30,MF,CAM,Box crasher,https://www.youtube.com/watch?v=0LHJT43CuNA
421,421,안양,황기욱,24,1,2,150,713,141,67,75,63,41,171,68,83,75,57,77,84,19,MF,CAM,Box crasher,https://www.youtube.com/watch?v=fE5Q8dbaA7o
422,422,안양,조나탄,27,9,4,311,322,14,16,26,16,11,80,9,61,0,49,62,67,38,FW,CF,Roamer,https://www.youtube.com/watch?v=qGZkhODSdLg
423,423,안양,백동규,41,2,0,101,1064,548,39,279,175,73,149,108,67,100,62,77,89,49,DF,CB,SCB,https://www.youtube.com/watch?v=Ad8JovAVI0o
424,424,안양,백성동,27,5,1,312,403,64,28,24,24,20,156,27,51,55,36,80,81,36,FW,WF,Wide Threat,https://www.youtube.com/watch?v=Dor5o8g_QYA
425,425,안양,이상용,6,0,0,3,142,76,11,40,26,11,19,11,0,0,43,89,96,55,DF,CB,SCB,https://www.youtube.com/watch?v=ipb3hxkURBo
426,426,안양,이정빈,11,0,0,108,341,57,21,17,34,11,91,18,50,57,36,82,86,38,MF,CDM,Box to Box,https://www.youtube.com/watch?v=607WtPtQsBY
427,427,안양,김형진,2,1,0,4,29,18,4,16,13,1,11,6,33,0,72,92,93,25,DF,CB,Spreader,
428,428,울산,레오나르도,26,11,4,199,220,14,37,8,10,10,73,20,71,27,35,75,72,38,FW,CF,Finisher,https://www.youtube.com/watch?v=bWvjmrmf3kc
429,429,울산,바코,33,8,1,584,666,77,51,11,35,29,145,35,65,44,44,90,90,39,FW,CF,Target,https://www.youtube.com/watch?v=7g5rIi7TYYg
430,430,울산,조수혁,2,0,0,0,0,62,0,2,12,0,5,1,0,0,0,67,100,0,GK,GK,Goalkeeper,
431,431,울산,엄원상,26,12,6,349,233,64,62,15,30,35,112,52,78,47,38,78,80,26,FW,WF,Wide Threat,https://www.youtube.com/watch?v=AsaXZ2st2cA
432,432,울산,김태환,57,0,4,825,1359,472,114,113,152,79,253,103,54,48,50,76,89,46,DF,FB,Safety,https://www.youtube.com/watch?v=GZUULmc33Rs
433,433,울산,김영권,36,0,0,94,1809,870,42,168,177,53,121,51,25,50,68,89,97,29,DF,CB,Aggressor,https://www.youtube.com/watch?v=oz6yQTFsKcw
434,434,울산,신형민,2,0,0,9,94,36,5,7,13,5,11,3,0,0,45,77,93,60,DF,CB,Aggressor,
435,435,울산,박주영,2,0,0,19,15,0,2,0,0,1,2,2,33,0,78,88,77,50,FW,CF,Roamer,
436,436,울산,아마노 준,24,9,1,402,436,51,45,13,20,35,107,43,59,28,31,84,90,31,FW,WF,Unlocker,https://www.youtube.com/watch?v=RJy3-dQioOg
437,437,울산,최기윤,5,1,1,60,59,10,40,0,5,5,22,5,86,25,19,84,75,28,FW,WF,Wide Threat,https://www.youtube.com/watch?v=m9ZzGBOqS74
438,438,울산,고명진,4,0,0,42,225,45,14,13,10,6,23,4,0,0,48,89,95,36,MF,CAM,Creator,
439,439,울산,이청용,26,3,2,498,1070,207,64,23,78,40,163,46,65,55,56,87,90,41,MF,CDM,Distributor,https://www.youtube.com/watch?v=i9PvxOLaAgM
440,440,울산,황재환,3,0,0,20,35,4,5,0,0,3,14,5,100,50,33,75,91,40,FW,CF,Finisher,
441,441,울산,설영우,31,0,3,590,1173,404,82,107,130,73,167,60,45,67,61,88,94,40,DF,FB,Progressor,https://www.youtube.com/watch?v=fZy5o2S9aYU
442,442,울산,임종은,14,1,1,22,603,396,14,94,81,20,38,28,60,100,64,91,96,57,DF,CB,Aggressor,https://www.youtube.com/watch?v=0bm-BKbdPwQ
443,443,울산,이규성,26,1,1,372,1098,195,83,29,82,35,152,37,55,69,46,88,89,33,MF,CDM,Distributor,https://www.youtube.com/watch?v=1CMgVDX6Wds
444,444,울산,조현우,37,0,0,0,10,1124,2,17,104,2,67,2,0,0,100,78,100,100,GK,GK,Goalkeeper,https://www.youtube.com/watch?v=ZxgfPs2IjBU
445,445,울산,김기희,14,0,1,18,551,332,29,90,66,30,32,23,0,100,62,87,95,24,DF,CB,Aggressor,https://www.youtube.com/watch?v=Equb8X_dRMM
446,446,울산,김민준,6,1,0,95,74,7,12,4,8,8,23,14,70,8,39,76,83,17,FW,WF,Wide Threat,https://www.youtube.com/watch?v=WITRM_8ANh8
447,447,울산,마틴 아담,9,9,4,80,95,2,3,7,4,5,16,12,70,0,59,65,73,33,FW,CF,Roamer,https://www.youtube.com/watch?v=3RTFK-0oVtk
448,448,울산,박용우,28,0,0,257,1475,411,63,129,162,43,167,82,60,33,62,90,91,35,MF,CAM,Creator,https://www.youtube.com/watch?v=RrXxdWi6Z8k
449,449,울산,원두재,16,0,0,104,988,312,50,60,67,38,82,33,29,0,55,88,93,36,MF,CAM,Creator,https://www.youtube.com/watch?v=YVw2izlB34o
450,450,울산,이명재,17,0,3,239,401,190,26,57,51,32,77,28,27,53,53,78,91,42,DF,FB,Safety,https://www.youtube.com/watch?v=AgEM7t-bScE
451,451,울산,윤일록,7,1,1,93,132,40,21,8,20,20,47,9,50,64,36,84,81,38,FW,WF,Wide Threat,https://www.youtube.com/watch?v=Psq2PJkUJ6k
452,452,인천,김동헌,26,0,0,0,5,599,1,36,103,2,50,4,0,0,0,52,100,100,GK,GK,Goalkeeper,https://www.youtube.com/watch?v=pYZYvaU_5YY
453,453,인천,이동수,13,1,0,112,439,117,40,46,45,14,93,34,50,60,58,83,87,10,MF,CAM,Box crasher,https://www.youtube.com/watch?v=1HkO0Y3kwAE
454,454,인천,아길라르,23,0,3,278,772,133,68,17,38,28,138,36,60,57,44,77,83,50,MF,CDM,Box to Box,https://www.youtube.com/watch?v=yx4C3OQt-Wk
455,455,인천,김광석,14,0,0,1,204,236,21,70,46,20,31,33,0,0,45,89,95,19,DF,CB,SCB,https://www.youtube.com/watch?v=xy_6lOte0oE
456,456,인천,이용재,9,1,2,49,126,14,3,9,3,11,40,9,50,0,36,52,78,0,MF,CDM,Builder,https://www.youtube.com/watch?v=DL6EI0XQDe8
457,457,인천,이명주,32,4,5,299,1101,253,132,51,95,73,212,62,77,50,51,84,88,33,MF,CAM,Box crasher,https://www.youtube.com/watch?v=EWPTonaDdAM
458,458,인천,여름,10,0,0,96,383,98,25,34,53,25,90,28,25,100,56,75,86,48,MF,CAM,Creator,https://www.youtube.com/watch?v=U53wiAvuKkc
459,459,인천,오반석,12,0,0,16,261,131,24,86,58,28,34,49,50,0,63,69,86,29,DF,CB,Spreader,https://www.youtube.com/watch?v=I9kIB01wLuw
460,460,인천,김창수,3,0,0,16,54,22,6,16,13,10,6,5,0,0,60,77,74,50,DF,FB,Safety,
461,461,인천,오재석,2,0,1,35,64,14,9,5,7,5,12,7,100,100,36,61,91,11,DF,FB,Safety,
